epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
281,247.065,0.48729,0.6461,0.45189,0.88026,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.000152,0.000152,0.000152
282,247.824,0.49756,0.63258,0.4496,0.90089,0.99774,1,0.995,0.94601,0.99774,1,0.995,0.9157,0.3274,0.50568,0.33106,0.85248,0.0001454,0.0001454,0.0001454
283,248.612,0.60861,0.73302,0.5121,0.90346,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001388,0.0001388,0.0001388
284,249.343,0.42477,0.53993,0.4484,0.86507,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001322,0.0001322,0.0001322
285,250.091,0.5164,0.69524,0.47616,0.87332,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001256,0.0001256,0.0001256
286,250.841,0.47391,0.69351,0.43592,0.85875,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.000119,0.000119,0.000119
287,251.591,0.41786,0.66732,0.39228,0.83694,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001124,0.0001124,0.0001124
288,252.324,0.46858,0.58593,0.39687,0.88344,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,0.0001058,0.0001058,0.0001058
289,253.058,0.42682,0.62099,0.44223,0.90705,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,9.92e-05,9.92e-05,9.92e-05
290,253.826,0.40777,0.57233,0.39527,0.79439,0.99762,1,0.995,0.94183,0.99762,1,0.995,0.90844,0.32343,0.49377,0.32952,0.85213,9.26e-05,9.26e-05,9.26e-05
291,255.36,0.39379,0.59743,0.42791,0.8477,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,8.6e-05,8.6e-05,8.6e-05
292,256.202,0.44884,0.57455,0.38675,0.80703,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,7.94e-05,7.94e-05,7.94e-05
293,256.989,0.5012,0.716,0.47551,0.87759,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,7.28e-05,7.28e-05,7.28e-05
294,257.76,0.51339,1.06708,0.46129,0.78314,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,6.62e-05,6.62e-05,6.62e-05
295,258.524,0.48693,0.65976,0.43737,0.89398,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,5.96e-05,5.96e-05,5.96e-05
296,259.271,0.41034,0.59625,0.39751,0.84043,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,5.3e-05,5.3e-05,5.3e-05
297,260.039,0.50102,0.8779,0.46288,0.855,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,4.64e-05,4.64e-05,4.64e-05
298,260.793,0.4744,0.66727,0.48384,0.85431,0.9975,1,0.995,0.94589,0.9975,1,0.995,0.90565,0.32113,0.48096,0.33117,0.85085,3.98e-05,3.98e-05,3.98e-05
299,261.555,0.42327,0.61777,0.40611,0.83496,0.9974,1,0.995,0.95153,0.9974,1,0.995,0.91369,0.32099,0.47422,0.33413,0.85062,3.32e-05,3.32e-05,3.32e-05
300,262.587,0.53608,0.77534,0.44046,0.87956,0.9974,1,0.995,0.95153,0.9974,1,0.995,0.91369,0.32099,0.47422,0.33413,0.85062,2.66e-05,2.66e-05,2.66e-05
